TRADEDATE,BOARDID,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
2014-01-29,TQBR,FXRU ETF,FXRU,0,0.0,,,,3477.0,,,0,,3465.9,,0.0,11915780.3,0.0,11925.18
2014-01-30,TQBR,FXRU ETF,FXRU,1,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,1,,3466.0,,0.0,11915997.1,0.0,11925.18
2014-01-31,TQBR,FXRU ETF,FXRU,1,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,1,,3466.0,,0.0,11916153.0,0.0,11925.18
2014-02-03,TQBR,FXRU ETF,FXRU,1,3535.0,3535.0,3535.0,3535.0,3535.0,3535.0,3535.0,1,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-04,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-05,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-06,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-07,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-10,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-11,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-12,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-13,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-14,TQBR,FXRU ETF,FXRU,0,0.0,,,,3535.0,,,0,,3466.2,,0.0,11885769.0,0.0,596152.61
2014-02-17,TQBR,FXRU ETF,FXRU,3,194341.1,3533.5,3531.7,3533.6,3533.2,3533.5,3533.6,55,,3467.5,,0.0,11976730.6,0.0,596152.61
2014-02-18,TQBR,FXRU ETF,FXRU,1,21334.8,3555.8,3555.8,3555.8,3555.8,3555.8,3555.8,6,,3478.6,,0.0,9009615.4,0.0,596152.61
2014-02-19,TQBR,FXRU ETF,FXRU,0,0.0,,,,3555.8,,,0,,3478.6,,0.0,9009615.4,0.0,596152.61
2014-02-20,TQBR,FXRU ETF,FXRU,4,1903220.1,3560.6,3560.6,3598.9,3593.8,3564.1,3563.3,534,,3561.1,,0.0,2125951.0,0.0,596152.61
2014-02-21,TQBR,FXRU ETF,FXRU,3,821238.9,3555.0,3555.0,3588.9,3588.9,3555.1,3588.9,231,3559.5,3561.2,3559.5,2940134.9,2763459.9,2940134.9,596152.61
2014-02-24,TQBR,FXRU ETF,FXRU,2,842520.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,238,3556.3,3556.3,3556.3,3588313.8,3588313.8,3588313.8,596152.61
2014-02-25,TQBR,FXRU ETF,FXRU,3,973326.0,3549.0,3549.0,3579.0,3579.0,3552.3,3579.0,274,3555.4,3551.2,3555.4,4540305.0,2762868.4,4540305.0,596152.61
2014-02-26,TQBR,FXRU ETF,FXRU,3,862786.8,3580.0,3580.0,3586.8,3586.8,3580.0,3586.8,241,3559.3,3557.0,3559.3,5403091.8,3091046.7,5403091.8,596152.61
2014-02-27,TQBR,FXRU ETF,FXRU,3,854409.9,3605.0,3605.0,3629.9,3629.9,3605.1,3629.9,237,3566.2,3572.7,3566.2,4354281.6,3111782.7,4354281.6,596152.61
2014-02-28,TQBR,FXRU ETF,FXRU,2,875314.0,3617.0,3617.0,3617.0,3617.0,3617.0,3617.0,242,3578.2,3592.7,3578.2,4408356.7,3132858.7,4408356.7,596152.61
2014-03-03,TQBR,FXRU ETF,FXRU,6,584873.3,3658.5,3588.7,3658.5,3588.7,3632.8,3588.7,161,3616.6,3619.2,3616.6,2314597.2,1889207.2,2314597.2,496410.43
2014-03-04,TQBR,FXRU ETF,FXRU,2,846516.0,3498.0,3498.0,3498.0,3498.0,3498.0,3498.0,242,3576.3,3576.3,3576.3,2306703.3,2306703.3,2306703.3,496410.43
2014-03-05,TQBR,FXRU ETF,FXRU,8,1054978.4,3499.0,3499.0,3567.4,3567.4,3504.9,3567.4,301,3501.8,3501.8,3501.8,1901494.4,1901494.4,1901494.4,496410.43
2014-03-06,TQBR,FXRU ETF,FXRU,3,901710.5,3535.0,3535.0,3592.1,3592.1,3536.1,3592.1,255,3519.2,3524.9,3519.2,1956688.9,1533309.9,1956688.9,496410.43
2014-03-07,TQBR,FXRU ETF,FXRU,4,986856.4,3544.0,3544.0,3587.6,3584.0,3549.8,3584.0,278,3529.4,3541.9,3529.4,2943545.3,2086206.3,2943545.3,496410.43
2014-03-11,TQBR,FXRU ETF,FXRU,2,842520.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,238,3525.6,3542.3,3525.6,4632581.3,2734654.3,4632581.3,496410.43
2014-03-12,TQBR,FXRU ETF,FXRU,3,856087.0,3523.0,3521.0,3523.0,3521.0,3523.0,3521.0,243,3530.2,3538.5,3530.2,4642152.3,2703423.9,4642152.3,496410.43
2014-03-13,TQBR,FXRU ETF,FXRU,2,842160.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,242,3526.5,3521.4,3526.5,4429333.9,3102343.4,4429333.9,496410.43
2014-03-14,TQBR,FXRU ETF,FXRU,2,6935.1,3470.0,3465.1,3470.0,3465.1,3467.6,3465.1,2,3524.0,3514.9,3524.0,3534558.5,2579958.1,3534558.5,496410.43
2014-03-17,TQBR,FXRU ETF,FXRU,2,835142.0,3451.0,3451.0,3451.0,3451.0,3451.0,3451.0,242,3498.3,3492.4,3498.3,3382844.1,2961584.1,3382844.1,496410.43
2014-03-18,TQBR,FXRU ETF,FXRU,4,4291670.0,3435.0,3435.0,3478.3,3442.5,3455.5,3442.5,1242,3466.3,3458.3,3466.3,6831994.1,5975907.1,6831994.1,496410.43
2014-03-19,TQBR,FXRU ETF,FXRU,2,860250.0,3441.0,3441.0,3441.0,3441.0,3441.0,3441.0,250,3456.1,3452.8,3456.1,6836157.1,5993997.1,6836157.1,496410.43
2014-03-20,TQBR,FXRU ETF,FXRU,2,836110.0,3455.0,3455.0,3455.0,3455.0,3455.0,3455.0,242,3453.0,3453.0,3453.0,6830107.1,6823172.0,6830107.1,496410.43
2014-03-21,TQBR,FXRU ETF,FXRU,4,917171.8,3500.0,3500.0,3512.9,3512.9,3500.7,3512.9,262,3458.6,3462.9,3458.6,7740343.8,6073931.8,7740343.8,496410.43
2014-03-24,TQBR,FXRU ETF,FXRU,2,823284.0,3402.0,3402.0,3402.0,3402.0,3402.0,3402.0,242,3453.3,3450.6,3453.3,7728485.8,3436815.8,7728485.8,496410.43
2014-03-25,TQBR,FXRU ETF,FXRU,6,1638882.6,3420.0,3403.4,3420.0,3403.4,3414.3,3403.4,480,3434.3,3413.1,3434.3,3379338.4,2539338.4,3379338.4,496410.43
2014-03-26,TQBR,FXRU ETF,FXRU,2,808800.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,240,3400.2,3400.2,3400.2,3270966.6,3270966.6,3270966.6,496410.43
2014-03-27,TQBR,FXRU ETF,FXRU,2,818400.0,3410.0,3410.0,3410.0,3410.0,3410.0,3410.0,240,3402.2,3402.2,3402.2,3266082.6,3266082.6,3266082.6,496410.43
2014-03-28,TQBR,FXRU ETF,FXRU,2,827640.0,3420.0,3420.0,3420.0,3420.0,3420.0,3420.0,242,3405.1,3402.2,3405.1,4917006.6,3272922.6,4917006.6,496410.43
2014-03-31,TQBR,FXRU ETF,FXRU,10,4938776.5,3340.0,3320.5,3363.4,3320.6,3341.5,3320.5,1478,3341.5,3341.5,3341.5,4938776.5,4938776.5,4938776.5,496410.43
2014-04-01,TQBR,FXRU ETF,FXRU,1,3360.0,3360.0,3360.0,3360.0,3360.0,3360.0,3360.0,1,3341.5,3341.7,3341.5,4942136.5,4541336.5,4942136.5,742208.6
2014-04-02,TQBR,FXRU ETF,FXRU,4,1809164.8,3420.0,3384.4,3421.0,3384.4,3400.7,3384.4,532,3357.2,3376.2,3357.2,6751301.3,2599701.3,6751301.3,742208.6
2014-04-03,TQBR,FXRU ETF,FXRU,2,808800.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,240,3364.5,3375.1,3364.5,8387741.3,3371774.3,8387741.3,742208.6
2014-04-04,TQBR,FXRU ETF,FXRU,2,806400.0,3360.0,3360.0,3360.0,3360.0,3360.0,3360.0,240,3358.7,3377.3,3358.7,8366501.3,3809582.3,8366501.3,742208.6
2014-04-07,TQBR,FXRU ETF,FXRU,3,912306.0,3380.0,3370.2,3380.0,3370.2,3378.9,3370.2,270,3382.7,3378.9,3382.7,4340030.8,3926270.8,4340030.8,742208.6
2014-04-08,TQBR,FXRU ETF,FXRU,3,814567.0,3380.0,3367.0,3380.0,3367.0,3379.9,3367.0,241,3382.3,3372.4,3382.3,5151237.8,3342073.0,5151237.8,742208.6
2014-04-09,TQBR,FXRU ETF,FXRU,3,817013.6,3390.0,3390.0,3413.6,3413.6,3390.1,3413.6,241,3375.9,3379.7,3375.9,4159086.6,2947086.6,4159086.6,742208.6
2014-04-10,TQBR,FXRU ETF,FXRU,2,811320.0,3380.0,3380.0,3381.0,3380.5,3380.5,3381.0,240,3377.9,3382.6,3377.9,4161606.6,2949606.6,4161606.6,742208.6
2014-04-11,TQBR,FXRU ETF,FXRU,6,3210664.8,3409.0,3408.1,3417.4,3417.4,3408.3,3417.4,942,3400.6,3401.5,3400.6,4838998.4,4432198.4,4838998.4,742208.6
2014-04-14,TQBR,FXRU ETF,FXRU,4,1986948.0,3420.0,3419.7,3431.2,3419.7,3425.8,3419.7,580,3415.0,3415.0,3415.0,5197612.8,5197612.8,5197612.8,742208.6
2014-04-15,TQBR,FXRU ETF,FXRU,3,821800.0,3410.0,3400.0,3410.0,3400.0,3410.0,3400.0,241,3414.3,3417.6,3414.3,6019412.8,3838012.8,6019412.8,742208.6
2014-04-16,TQBR,FXRU ETF,FXRU,3,850149.0,3400.0,3400.0,3414.9,3414.9,3400.6,3414.9,250,3416.3,3416.3,3416.3,3658897.0,3658897.0,3658897.0,742208.6
2014-04-17,TQBR,FXRU ETF,FXRU,3,1150020.0,3380.0,3380.0,3388.2,3388.2,3382.4,3388.2,340,3408.2,3397.0,3408.2,8019581.8,2958757.0,8019581.8,742208.6
2014-04-18,TQBR,FXRU ETF,FXRU,2,796800.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,240,3395.3,3374.9,3395.3,5605717.0,3209569.0,5605717.0,742208.6
2014-04-21,TQBR,FXRU ETF,FXRU,2,804000.0,3350.0,3350.0,3350.0,3350.0,3350.0,3350.0,240,3373.6,3365.4,3373.6,4422769.0,3600969.0,4422769.0,742208.6
2014-04-22,TQBR,FXRU ETF,FXRU,3,851450.2,3350.0,3350.0,3389.3,3389.3,3352.2,3389.3,254,3362.9,3354.1,3362.9,4452419.2,3602270.2,4452419.2,742208.6
2014-04-23,TQBR,FXRU ETF,FXRU,3,809776.1,3360.0,3360.0,3376.1,3376.1,3360.1,3376.1,241,3355.2,3345.7,3355.2,4412046.3,3262026.3,4412046.3,742208.6
2014-04-24,TQBR,FXRU ETF,FXRU,3,880520.0,3360.0,3360.0,3370.0,3370.0,3360.8,3370.0,262,3348.9,3356.6,3348.9,4142546.3,2943746.3,4142546.3,742208.6
2014-04-25,TQBR,FXRU ETF,FXRU,3,1141400.0,3360.0,3350.0,3360.0,3350.0,3357.1,3350.0,340,3356.1,3359.6,3356.1,4487146.3,2879146.3,4487146.3,742208.6
2014-04-28,TQBR,FXRU ETF,FXRU,3,821520.0,3340.0,3320.0,3340.0,3320.0,3339.5,3320.0,246,3354.2,3353.1,3354.2,4504666.3,2846816.1,4504666.3,742208.6
2014-04-29,TQBR,FXRU ETF,FXRU,4,805192.0,3300.0,3289.0,3301.0,3301.0,3300.0,3301.0,244,3335.1,3335.1,3335.1,2768112.0,2768112.0,2768112.0,742208.6
2014-04-30,TQBR,FXRU ETF,FXRU,2,812520.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,244,3339.2,3326.4,3339.2,4461152.0,2774232.0,4461152.0,742208.6
2014-05-02,TQBR,FXRU ETF,FXRU,2,798000.0,3325.0,3325.0,3325.0,3325.0,3325.0,3325.0,240,3332.3,3321.3,3332.3,4378632.0,2836432.0,4378632.0,1014073.54
2014-05-05,TQBR,FXRU ETF,FXRU,4,831353.0,3325.0,3325.0,3335.2,3325.4,3325.4,3335.2,250,3324.0,3326.6,3324.0,4068585.0,2455065.0,4068585.0,1014073.54
2014-05-06,TQBR,FXRU ETF,FXRU,5,1242136.0,3315.0,3300.0,3315.0,3300.0,3312.4,3300.0,375,3319.6,3318.8,3319.6,2871489.0,2472489.0,2871489.0,1014073.54
2014-05-07,TQBR,FXRU ETF,FXRU,3,2432200.0,3280.0,3280.0,3290.0,3290.0,3286.8,3290.0,740,3300.9,3298.3,3300.9,4505689.0,4073438.0,4505689.0,1014073.54
2014-05-08,TQBR,FXRU ETF,FXRU,3,2428200.0,3300.0,3272.4,3300.0,3272.4,3281.4,3272.4,740,3289.8,3288.0,3289.8,6102536.0,5704736.0,6102536.0,1014073.54
2014-05-12,TQBR,FXRU ETF,FXRU,5,919974.8,3320.0,3302.8,3333.0,3330.0,3321.2,3330.0,277,3289.9,3290.6,3289.9,5780374.8,5386774.8,5780374.8,1014073.54
2014-05-13,TQBR,FXRU ETF,FXRU,2,792000.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,240,3293.7,3293.7,3293.7,4140174.8,4140174.8,4140174.8,1014073.54
2014-05-14,TQBR,FXRU ETF,FXRU,4,953774.0,3310.0,3310.0,3323.5,3315.8,3311.7,3315.8,288,3311.5,3310.0,3311.5,2665748.8,2264028.8,2665748.8,1014073.54
2014-05-15,TQBR,FXRU ETF,FXRU,3,894126.0,3310.0,3310.0,3324.2,3324.2,3311.6,3324.2,270,3299.2,3308.9,3299.2,5988074.8,2739800.0,5988074.8,1014073.54
2014-05-16,TQBR,FXRU ETF,FXRU,4,1193664.0,3310.0,3310.0,3328.3,3323.9,3315.7,3323.9,360,3313.3,3313.7,3313.3,3041564.0,2644364.0,3041564.0,1014073.54
2014-05-19,TQBR,FXRU ETF,FXRU,3,1131020.0,3310.0,3300.0,3310.0,3300.0,3307.1,3300.0,342,3311.5,3311.5,3311.5,3218810.0,3218810.0,3218810.0,1014073.54
2014-05-20,TQBR,FXRU ETF,FXRU,3,858346.0,3300.0,3300.0,3317.3,3317.3,3301.3,3317.3,260,3308.8,3308.8,3308.8,3183030.0,3183030.0,3183030.0,1014073.54
2014-05-21,TQBR,FXRU ETF,FXRU,2,792000.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,240,3307.9,3306.3,3307.9,4869156.0,3180630.0,4869156.0,1014073.54
2014-05-22,TQBR,FXRU ETF,FXRU,6,949655.0,3270.0,3270.0,3300.7,3293.0,3274.7,3293.0,290,3291.1,3289.6,3291.1,2600001.0,2204001.0,2600001.0,1014073.54
2014-05-23,TQBR,FXRU ETF,FXRU,5,1604344.8,3280.0,3280.0,3296.1,3286.5,3287.6,3286.5,488,3282.8,3285.1,3282.8,2553999.8,2161599.8,2553999.8,1014073.54
2014-05-26,TQBR,FXRU ETF,FXRU,8,838603.9,3288.0,3280.0,3307.3,3300.9,3288.6,3300.9,255,3288.0,3291.5,3288.0,2442948.7,1556865.7,2442948.7,1014073.54
2014-05-27,TQBR,FXRU ETF,FXRU,2,789600.0,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,240,3289.3,3289.3,3289.3,1628203.9,1628203.9,1628203.9,1014073.54
2014-05-28,TQBR,FXRU ETF,FXRU,3,810073.8,3320.0,3316.9,3320.0,3316.9,3320.0,3316.9,244,3299.4,3304.9,3299.4,2438277.7,1645853.9,2438277.7,1014073.54
2014-05-29,TQBR,FXRU ETF,FXRU,2,810700.0,3350.0,3350.0,3350.0,3350.0,3350.0,3350.0,242,3303.8,3319.7,3303.8,4853322.5,2449970.1,4853322.5,1014073.54
2014-05-30,TQBR,FXRU ETF,FXRU,2,811200.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,240,3325.3,3334.6,3325.3,4060177.7,3254582.8,4060177.7,1014073.54
2014-06-02,TQBR,FXRU ETF,FXRU,2,811200.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,240,3343.9,3349.9,3343.9,4032773.8,3637973.8,4032773.8,1051578.2
2014-06-03,TQBR,FXRU ETF,FXRU,2,816000.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,240,3365.8,3370.9,3365.8,4059173.8,3657453.8,4059173.8,1051578.2
2014-06-04,TQBR,FXRU ETF,FXRU,2,819600.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,240,3384.9,3384.9,3384.9,4068700.0,4068700.0,4068700.0,1051578.2
2014-06-05,TQBR,FXRU ETF,FXRU,5,1223091.0,3415.6,3390.0,3415.6,3411.5,3397.5,3411.5,360,3394.8,3400.3,3394.8,4481091.0,3264291.0,4481091.0,1051578.2
2014-06-06,TQBR,FXRU ETF,FXRU,2,808800.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,240,3392.9,3395.3,3392.9,4478691.0,3259491.0,4478691.0,1051578.2
2014-06-09,TQTF,FXRU ETF,FXRU,0,0.0,,,,3370.0,,,0,3395.8,3395.3,3395.8,3667491.0,3259491.0,3667491.0,1051578.2
2014-06-10,TQTF,FXRU ETF,FXRU,4,1214006.0,3360.0,3360.0,3397.2,3394.3,3372.2,3394.3,360,3387.9,3380.8,3387.9,4065497.0,3211741.0,4065497.0,1051578.2
2014-06-11,TQTF,FXRU ETF,FXRU,3,880994.0,3360.0,3360.0,3393.7,3393.7,3362.6,3393.7,262,3377.2,3372.7,3377.2,4126891.0,3210835.0,4126891.0,1051578.2
2014-06-16,TQTF,FXRU ETF,FXRU,3,879060.0,3380.0,3380.0,3393.0,3393.0,3381.0,3393.0,260,3372.0,3372.0,3372.0,2974060.0,2974060.0,2974060.0,1051578.2
2014-06-17,TQTF,FXRU ETF,FXRU,2,816000.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,240,3378.0,3382.8,3378.0,3790060.0,2983660.0,3790060.0,1051578.2
2014-06-18,TQTF,FXRU ETF,FXRU,4,846272.0,3400.0,3370.0,3407.2,3370.0,3371.6,3370.0,251,3376.8,3384.2,3376.8,4636332.0,2609206.0,4636332.0,1051578.2
2014-06-19,TQTF,FXRU ETF,FXRU,19,2420419.1,3371.7,3360.0,3383.0,3383.0,3366.4,3383.0,719,3366.4,3366.4,3366.4,2420419.1,2420419.1,2420419.1,1051578.2
2014-06-20,TQTF,FXRU ETF,FXRU,2,813120.0,3360.0,3360.0,3360.0,3360.0,3360.0,3360.0,242,3364.8,3362.6,3364.8,3233539.1,2209247.5,3233539.1,1051578.2
2014-06-23,TQTF,FXRU ETF,FXRU,4,1253168.0,3386.6,3360.0,3386.6,3360.0,3368.7,3360.0,372,3365.9,3364.3,3365.9,4486707.1,2980767.0,4486707.1,1051578.2
2014-06-24,TQTF,FXRU ETF,FXRU,9,2333177.4,3338.5,3320.0,3349.9,3320.0,3337.9,3320.0,699,3348.6,3341.1,3348.6,3586345.4,2739737.4,3586345.4,1051578.2
2014-06-25,TQTF,FXRU ETF,FXRU,4,1020480.9,3358.7,3320.0,3358.7,3320.0,3324.0,3320.0,307,3333.7,3329.6,3333.7,3353658.3,2580432.8,3353658.3,1051578.2
2014-06-26,TQTF,FXRU ETF,FXRU,3,899850.0,3339.0,3332.0,3339.0,3332.0,3332.8,3332.0,270,3333.5,3326.3,3333.5,4253508.3,2807420.9,4253508.3,1051578.2
2014-06-27,TQTF,FXRU ETF,FXRU,5,1801126.0,3326.1,3320.0,3339.0,3338.7,3329.3,3338.7,541,3328.7,3328.0,3328.7,3721456.9,3497776.0,3721456.9,1051578.2
2014-06-30,TQTF,FXRU ETF,FXRU,2,808280.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,242,3332.6,3332.6,3332.6,3509256.0,3509256.0,3509256.0,1051578.2
2014-07-01,TQTF,FXRU ETF,FXRU,5,1196093.1,3390.9,3360.0,3390.9,3360.0,3369.3,3360.0,355,3344.0,3345.8,3344.0,3805499.1,3141683.1,3805499.1,1076723.07
2014-07-02,TQTF,FXRU ETF,FXRU,2,811200.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,240,3347.4,3361.2,3347.4,5516549.1,3149443.1,5516549.1,1076723.07
2014-07-03,TQTF,FXRU ETF,FXRU,2,808800.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,240,3353.2,3368.4,3353.2,5425499.1,3220233.1,5425499.1,1076723.07
2014-07-04,TQTF,FXRU ETF,FXRU,2,811200.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,240,3367.9,3374.2,3367.9,4435573.1,3623902.2,4435573.1,1076723.07
2014-07-07,TQTF,FXRU ETF,FXRU,3,915312.0,3390.4,3390.0,3390.4,3390.0,3390.0,3390.0,270,3377.4,3378.1,3377.4,4542605.1,3749712.0,4542605.1,1076723.07
2014-07-08,TQTF,FXRU ETF,FXRU,2,811200.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,240,3380.3,3380.3,3380.3,4157712.0,3752112.0,4157712.0,1076723.07
2014-07-09,TQTF,FXRU ETF,FXRU,2,806400.0,3360.0,3360.0,3360.0,3360.0,3360.0,3360.0,240,3376.4,3377.0,3376.4,4152912.0,3748512.0,4152912.0,1076723.07
2014-07-10,TQTF,FXRU ETF,FXRU,6,1416067.5,3342.9,3342.9,3385.0,3370.0,3363.6,3370.0,421,3367.0,3367.0,3367.0,3033667.5,3033667.5,3033667.5,1076723.07
2014-07-11,TQTF,FXRU ETF,FXRU,2,815540.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,242,3364.3,3364.3,3364.3,3038007.5,3038007.5,3038007.5,1076723.07
2014-07-14,TQTF,FXRU ETF,FXRU,3,817006.9,3390.0,3390.0,3406.9,3406.9,3390.1,3406.9,241,3372.4,3377.1,3372.4,3048614.4,2630751.9,3048614.4,1076723.07
2014-07-15,TQTF,FXRU ETF,FXRU,2,813600.0,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,240,3373.3,3380.0,3373.3,4668614.4,3359726.9,4668614.4,1076723.07
2014-07-16,TQTF,FXRU ETF,FXRU,3,817006.7,3406.7,3390.0,3406.7,3390.0,3390.1,3390.0,241,3378.5,3385.0,3378.5,4679221.1,3263153.6,4679221.1,1076723.07
2014-07-17,TQTF,FXRU ETF,FXRU,4,1018497.0,3415.2,3370.0,3415.2,3370.0,3372.5,3370.0,302,3382.0,3383.3,3382.0,4281650.6,2652510.6,4281650.6,1076723.07
2014-07-18,TQTF,FXRU ETF,FXRU,4,314408.1,3395.7,3379.7,3395.7,3380.9,3380.7,3380.9,93,3380.4,3380.3,3380.4,2149911.8,2146505.1,2149911.8,1076723.07
2014-07-21,TQTF,FXRU ETF,FXRU,3,827399.6,3388.8,3388.8,3391.0,3391.0,3391.0,3391.0,244,3380.8,3380.2,3380.8,2160304.7,2126152.7,2160304.7,1076723.07
2014-07-22,TQTF,FXRU ETF,FXRU,3,814067.2,3350.0,3350.0,3367.2,3367.2,3350.1,3367.2,243,3372.2,3372.2,3372.2,1955874.9,1955874.9,1955874.9,1076723.07
2014-07-23,TQTF,FXRU ETF,FXRU,0,0.0,,,,3367.2,,,0,3372.3,3372.2,3372.3,2974371.9,1955874.9,2974371.9,1076723.07
2014-07-24,TQTF,FXRU ETF,FXRU,2,88217.0,3389.6,3389.6,3393.4,3393.4,3393.0,3393.4,26,3373.1,3372.4,3373.1,2044091.9,1864919.8,2044091.9,1076723.07
2014-07-25,TQTF,FXRU ETF,FXRU,1,10082.4,3360.8,3360.8,3360.8,3360.8,3360.8,3360.8,3,3380.5,3372.0,3380.5,5520284.9,1807384.2,5520284.9,1076723.07
2014-07-28,TQTF,FXRU ETF,FXRU,1,80196.0,3341.5,3341.5,3341.5,3360.8,3341.5,3341.5,24,3378.2,3370.3,3378.2,4783474.0,1819962.2,4783474.0,1076723.07
2014-07-29,TQTF,FXRU ETF,FXRU,2,805860.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,242,3367.9,3351.6,3367.9,4775734.0,2208733.6,4775734.0,1076723.07
2014-07-30,TQTF,FXRU ETF,FXRU,0,0.0,,,,3330.0,,,0,3363.4,3351.6,3363.4,3958727.3,2208733.6,3958727.3,1076723.07
2014-07-31,TQTF,FXRU ETF,FXRU,3,841824.0,3340.0,3340.0,3354.4,3340.6,3340.6,3354.4,252,3355.9,3338.6,3355.9,3782054.3,1829546.6,3782054.3,1076723.07
2014-08-01,TQTF,FXRU ETF,FXRU,2,817400.0,3350.0,3350.0,3350.0,3350.0,3350.0,3350.0,244,3352.9,3341.9,3352.9,4285046.2,2633410.6,4285046.2,685724.06
2014-08-04,TQTF,FXRU ETF,FXRU,2,802800.0,3345.0,3345.0,3345.0,3345.0,3345.0,3345.0,240,3344.1,3341.4,3344.1,4260446.6,3348080.0,4260446.6,685724.06
2014-08-05,TQTF,FXRU ETF,FXRU,2,804000.0,3350.0,3350.0,3350.0,3350.0,3350.0,3350.0,240,3344.1,3344.5,3344.1,4250379.4,3668954.0,4250379.4,685724.06
